CLUPA_POLICY_ID,PARK_ADMIN_ZONE_NAME_ENG,PARK_ADMIN_ZONE_NAME_FR,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
205000291,Central,Centre,2009/03/12 15:05:21+00,2020/08/18 22:11:56+00,20196
205054612,Northwest,Nord-ouest,2009/03/16 13:56:23+00,2020/08/18 22:11:56+00,20197
205000293,Northeast,Nord-est,2009/03/12 15:19:27+00,2020/08/18 22:11:56+00,20198
205000248,Central,Centre,2009/03/12 12:59:10+00,2020/08/18 22:11:56+00,20199
205000513,Northeast,Nord-est,2009/03/16 14:20:28+00,2020/08/18 22:11:56+00,20200
107102685,Northwest,Nord-ouest,2014/06/02 16:12:51+00,2020/08/18 22:11:56+00,20201
205000236,Central,Centre,2009/03/12 10:36:29+00,2020/08/18 22:11:56+00,20202
205000273,Central,Centre,2009/03/12 14:23:25+00,2020/08/18 22:11:56+00,20203
108590231,Northwest,Nord-ouest,2017/08/14 11:51:53+00,2020/08/18 22:11:56+00,20204
205000224,Northwest,Nord-ouest,2009/03/12 10:08:45+00,2020/08/18 22:11:56+00,20205
205000254,Central,Centre,2009/03/12 13:47:02+00,2020/08/18 22:11:56+00,20206
205000174,Northwest,Nord-ouest,2009/03/09 13:54:01+00,2020/08/18 22:11:56+00,20207
205000462,Northwest,Nord-ouest,2009/03/16 10:27:08+00,2020/08/18 22:11:56+00,20208
205000171,Northwest,Nord-ouest,2009/03/09 13:44:38+00,2020/08/18 22:11:56+00,20209
205000463,Northwest,Nord-ouest,2009/03/16 10:28:08+00,2020/08/18 22:11:56+00,20210
205000258,Southeast,Sud-est,2009/03/12 13:53:12+00,2020/08/18 22:11:56+00,20211
205000303,Northeast,Nord-est,2009/03/16 09:58:37+00,2020/08/18 22:11:56+00,20212
205000299,Northeast,Nord-est,2009/03/12 15:27:51+00,2020/08/18 22:11:56+00,20213
205000194,Northwest,Nord-ouest,2009/03/09 14:24:33+00,2020/08/18 22:11:56+00,20214
205001184,Northeast,Nord-est,2020/11/12 14:07:04+00,2020/11/12 22:21:56+00,20569
205001069,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2020/11/23 22:31:56+00,20609
205000249,Central,Centre,2009/03/12 13:03:14+00,2020/08/18 22:11:56+00,20217
205000444,Southeast,Sud-est,2009/03/16 10:07:37+00,2020/08/18 22:11:56+00,20218
205000259,Central,Centre,2009/03/12 13:58:08+00,2020/08/18 22:11:56+00,20219
205000284,Central,Centre,2009/03/12 14:51:57+00,2020/08/18 22:11:56+00,20220
205000279,Central,Centre,2009/03/12 14:35:32+00,2020/08/18 22:11:56+00,20221
205000263,Central,Centre,2009/03/12 14:07:04+00,2020/08/18 22:11:56+00,20222
205000272,Central,Centre,2009/03/12 14:22:41+00,2020/08/18 22:11:56+00,20223
205000458,Northeast,Nord-est,2009/03/16 10:22:44+00,2020/08/18 22:11:56+00,20224
205000472,Northwest,Nord-ouest,2009/03/16 10:33:12+00,2020/08/18 22:11:56+00,20225
205000294,Northeast,Nord-est,2009/03/12 15:20:40+00,2020/08/18 22:11:56+00,20226
205000193,Northwest,Nord-ouest,2009/03/09 14:23:44+00,2020/08/18 22:11:56+00,20227
205000238,Central,Centre,2009/03/12 11:07:56+00,2020/08/18 22:11:56+00,20228
205000287,Central,Centre,2009/03/12 14:58:12+00,2020/08/18 22:11:56+00,20229
205000230,Central,Centre,2009/03/12 10:18:49+00,2020/08/18 22:11:56+00,20230
205000256,Central,Centre,2009/03/12 13:50:21+00,2020/08/18 22:11:56+00,20231
205000234,Southeast,Sud-est,2009/03/12 10:34:24+00,2020/08/18 22:11:56+00,20232
205000292,Northeast,Nord-est,2009/03/12 15:18:23+00,2020/08/18 22:11:56+00,20233
205000235,Central,Centre,2009/03/12 10:35:39+00,2020/08/18 22:11:56+00,20234
205000243,Northeast,Nord-est,2009/03/12 11:29:29+00,2020/08/18 22:11:56+00,20235
205000459,Northwest,Nord-ouest,2009/03/16 10:24:52+00,2020/08/18 22:11:56+00,20236
205000244,Central,Centre,2009/03/12 11:32:24+00,2020/08/18 22:11:56+00,20237
205000512,Northeast,Nord-est,2009/03/16 14:19:32+00,2020/08/18 22:11:56+00,20238
205000189,Northwest,Nord-ouest,2009/03/09 14:14:20+00,2020/08/18 22:11:56+00,20239
205000445,Northeast,Nord-est,2009/03/16 10:08:38+00,2020/08/18 22:11:56+00,20240
205000281,Central,Centre,2009/03/12 14:48:20+00,2020/08/18 22:11:56+00,20241
205000301,Northeast,Nord-est,2009/03/12 15:29:59+00,2020/08/18 22:11:56+00,20242
205000270,Central,Centre,2009/03/12 14:20:48+00,2020/08/18 22:11:56+00,20243
205000283,Central,Centre,2009/03/12 14:51:09+00,2020/08/18 22:11:56+00,20244
67586408,Northeast,Nord-est,2009/03/16 10:13:46+00,2020/08/18 22:11:56+00,20245
205001186,Southeast,Sud-est,2006/03/27 11:45:00+00,2020/11/23 22:31:56+00,20610
205000286,Central,Centre,2009/03/12 14:57:09+00,2020/08/18 22:11:56+00,20248
205000300,Northeast,Nord-est,2009/03/12 15:28:46+00,2020/08/18 22:11:56+00,20249
205000177,Northwest,Nord-ouest,2009/03/09 13:58:19+00,2020/08/18 22:11:56+00,20250
205000306,Northeast,Nord-est,2009/03/16 10:02:11+00,2020/08/18 22:11:56+00,20251
205000163,Northwest,Nord-ouest,2009/03/09 11:10:21+00,2020/08/18 22:11:56+00,20252
205000063,Northeast,Nord-est,2009/02/18 15:49:46+00,2020/08/18 22:11:56+00,20264
205000253,Central,Centre,2009/03/12 13:42:09+00,2020/08/18 22:11:56+00,20253
205000062,Northeast,Nord-est,2009/02/18 15:48:40+00,2020/08/18 22:11:56+00,20265
205000061,Northeast,Nord-est,2009/02/18 15:47:25+00,2020/08/18 22:11:56+00,20266
205000510,Northwest,Nord-ouest,2009/03/16 14:17:24+00,2020/08/18 22:11:56+00,20254
205000182,Northwest,Nord-ouest,2009/03/09 14:04:35+00,2020/08/18 22:11:56+00,20255
205000282,Central,Centre,2009/03/12 14:49:10+00,2020/08/18 22:11:56+00,20256
205000277,Central,Centre,2009/03/12 14:32:59+00,2020/08/18 22:11:56+00,20257
205000275,Central,Centre,2009/03/12 14:27:52+00,2020/08/18 22:11:56+00,20258
205000278,Central,Centre,2009/03/12 14:33:53+00,2020/08/18 22:11:56+00,20259
205000060,Northeast,Nord-est,2009/02/18 15:46:12+00,2020/08/18 22:11:56+00,20267
205000288,Central,Centre,2009/03/12 15:01:54+00,2020/08/18 22:11:56+00,20260
205000065,Northeast,Nord-est,2009/02/18 15:52:14+00,2020/08/18 22:11:56+00,20261
205000064,Northeast,Nord-est,2009/02/18 15:50:57+00,2020/08/18 22:11:56+00,20262
205000170,Northwest,Nord-ouest,2009/03/09 13:41:17+00,2020/08/18 22:11:56+00,20268
205000059,Northeast,Nord-est,2009/02/18 15:33:42+00,2020/08/18 22:11:56+00,20269
205000058,Northeast,Nord-est,2009/02/18 15:32:15+00,2020/08/18 22:11:56+00,20270
205000057,Northeast,Nord-est,2009/02/18 15:31:11+00,2020/08/18 22:11:56+00,20271
205000056,Northeast,Nord-est,2009/02/18 15:30:05+00,2020/08/18 22:11:56+00,20272
205000055,Northeast,Nord-est,2009/02/18 15:28:46+00,2020/08/18 22:11:56+00,20273
205000054,Northeast,Nord-est,2009/02/18 15:11:28+00,2020/08/18 22:11:56+00,20274
205000052,Northeast,Nord-est,2009/02/18 15:05:47+00,2020/08/18 22:11:56+00,20275
107102684,Northeast,Nord-est,2014/06/02 11:16:59+00,2020/08/18 22:11:56+00,20276
205000051,Northeast,Nord-est,2009/02/18 15:04:52+00,2020/08/18 22:11:56+00,20277
205000050,Northeast,Nord-est,2009/02/18 15:03:45+00,2020/08/18 22:11:56+00,20278
205000049,Northeast,Nord-est,2009/02/18 15:02:34+00,2020/08/18 22:11:56+00,20279
205000048,Northeast,Nord-est,2009/02/18 15:01:14+00,2020/08/18 22:11:56+00,20280
205000046,Northeast,Nord-est,2009/02/18 15:00:04+00,2020/08/18 22:11:56+00,20281
205000045,Northeast,Nord-est,2009/02/18 14:23:31+00,2020/08/18 22:11:56+00,20282
205000043,Northeast,Nord-est,2009/02/18 14:22:08+00,2020/08/18 22:11:56+00,20283
205000042,Northeast,Nord-est,2009/02/18 14:16:48+00,2020/08/18 22:11:56+00,20284
205000195,Northwest,Nord-ouest,2009/03/09 14:25:36+00,2020/08/18 22:11:56+00,20285
205000041,Northeast,Nord-est,2009/02/18 14:03:40+00,2020/08/18 22:11:56+00,20286
205000040,Northeast,Nord-est,2009/02/18 14:02:29+00,2020/08/18 22:11:56+00,20287
205000039,Northeast,Nord-est,2009/02/18 14:01:16+00,2020/08/18 22:11:56+00,20288
205000038,Northeast,Nord-est,2009/02/18 14:00:12+00,2020/08/18 22:11:56+00,20289
205000037,Central,Centre,2009/02/18 13:58:58+00,2020/08/18 22:11:56+00,20290
205000200,Northwest,Nord-ouest,2009/03/09 14:31:33+00,2020/08/18 22:11:56+00,20291
205000036,Northeast,Nord-est,2009/02/18 13:52:20+00,2020/08/18 22:11:56+00,20292
205000035,Northeast,Nord-est,2009/02/18 13:49:57+00,2020/08/18 22:11:56+00,20293
205000034,Northeast,Nord-est,2009/02/18 13:48:34+00,2020/08/18 22:11:56+00,20294
205000033,Northeast,Nord-est,2009/02/18 13:46:50+00,2020/08/18 22:11:56+00,20295
205000032,Northeast,Nord-est,2009/02/18 13:37:27+00,2020/08/18 22:11:56+00,20296
205000031,Northeast,Nord-est,2009/02/18 12:46:59+00,2020/08/18 22:11:56+00,20297
205000030,Northeast,Nord-est,2009/02/18 12:40:07+00,2020/08/18 22:11:56+00,20298
205000029,Northeast,Nord-est,2009/02/18 11:59:02+00,2020/08/18 22:11:56+00,20299
205000183,Northwest,Nord-ouest,2009/03/09 14:05:37+00,2020/08/18 22:11:56+00,20300
205000028,Northeast,Nord-est,2009/02/18 11:57:16+00,2020/08/18 22:11:56+00,20301
205000027,Northeast,Nord-est,2009/02/18 11:46:45+00,2020/08/18 22:11:56+00,20302
205000026,Northeast,Nord-est,2009/02/18 11:45:16+00,2020/08/18 22:11:56+00,20303
205000025,Northeast,Nord-est,2009/02/18 11:41:52+00,2020/08/18 22:11:56+00,20304
205000024,Southeast,Sud-est,2009/02/18 11:28:00+00,2020/08/18 22:11:56+00,20305
205000022,Northeast,Nord-est,2009/02/18 11:13:06+00,2020/08/18 22:11:56+00,20306
205000213,Northeast,Nord-est,2009/03/09 15:10:37+00,2020/08/25 22:26:56+00,20309
205000212,Northeast,Nord-est,2009/03/09 15:09:39+00,2020/08/25 22:26:56+00,20310
205001183,Central,Centre,2006/03/27 11:45:00+00,2020/11/23 22:31:56+00,20611
205000142,Northwest,Nord-ouest,2009/03/09 10:42:40+00,2020/08/31 22:41:56+00,20329
128503955,Northwest,Nord-ouest,2020/07/31 09:54:38+00,2020/08/31 22:41:56+00,20330
71186301,Southwest,Sud-ouest,2011/03/29 11:55:00+00,2020/11/26 22:11:56+00,20629
205001066,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2020/11/26 22:11:56+00,20630
70756328,Southeast,Nord-ouest,2011/02/22 11:32:14+00,2020/11/26 22:11:56+00,20631
142967632,Northeast,Nord-est,2021/07/22 14:52:37+00,2021/07/22 22:29:25+00,20749
205000476,Northeast,Nord-est,2009/03/16 10:35:04+00,2021/07/22 22:29:25+00,20750
70756107,Southeast,Nord-ouest,2011/02/22 11:21:22+00,2021/12/21 10:59:25+00,20791
127691694,Southeast,Sud-est,2020/09/10 10:53:40+00,2020/09/10 21:56:56+00,20389
